,调查年份,地域数字ID,都道府县,市町村,人口数量,人口数量男,人口数量女
3485,2010年度,38-201,愛媛県,松山市,517231,241586.0,275645.0
3486,2010年度,38-202,愛媛県,今治市,166532,77893.0,88639.0
3487,2010年度,38-203,愛媛県,宇和島市,84210,38856.0,45354.0
3488,2010年度,38-204,愛媛県,八幡浜市,38370,17766.0,20604.0
3489,2010年度,38-205,愛媛県,新居浜市,121735,58219.0,63516.0
3490,2010年度,38-206,愛媛県,西条市,112091,53757.0,58334.0
3491,2010年度,38-207,愛媛県,大洲市,47157,22306.0,24851.0
3492,2010年度,38-210,愛媛県,伊予市,38017,17550.0,20467.0
3493,2010年度,38-213,愛媛県,四国中央市,90187,43659.0,46528.0
3494,2010年度,38-214,愛媛県,西予市,42080,19578.0,22502.0
3495,2010年度,38-215,愛媛県,東温市,35253,16975.0,18278.0
3496,2010年度,38-356,愛媛県,上島町,7648,3905.0,3743.0
3497,2010年度,38-386,愛媛県,久万高原町,9644,4498.0,5146.0
3498,2010年度,38-401,愛媛県,松前町,30359,14315.0,16044.0
3499,2010年度,38-402,愛媛県,砥部町,21981,10347.0,11634.0
3500,2010年度,38-422,愛媛県,内子町,18045,8499.0,9546.0
3501,2010年度,38-442,愛媛県,伊方町,10882,5125.0,5757.0
3502,2010年度,38-484,愛媛県,松野町,4377,2067.0,2310.0
3503,2010年度,38-488,愛媛県,鬼北町,11633,5363.0,6270.0
3504,2010年度,38-506,愛媛県,愛南町,24061,11062.0,12999.0
3505,2010年度,39-201,高知県,高知市,343393,159644.0,183749.0
3506,2010年度,39-202,高知県,室戸市,15210,7177.0,8033.0
3507,2010年度,39-203,高知県,安芸市,19547,9232.0,10315.0
3508,2010年度,39-204,高知県,南国市,49472,23476.0,25996.0
3509,2010年度,39-205,高知県,土佐市,28686,13715.0,14971.0
3510,2010年度,39-206,高知県,須崎市,24698,12095.0,12603.0
3511,2010年度,39-208,高知県,宿毛市,22610,10534.0,12076.0
3512,2010年度,39-209,高知県,土佐清水市,16029,7361.0,8668.0
3513,2010年度,39-210,高知県,四万十市,35933,16932.0,19001.0
3514,2010年度,39-211,高知県,香南市,33830,16332.0,17498.0
3515,2010年度,39-212,高知県,香美市,28766,13873.0,14893.0
3516,2010年度,39-301,高知県,東洋町,2947,1423.0,1524.0
3517,2010年度,39-302,高知県,奈半利町,3542,1588.0,1954.0
3518,2010年度,39-303,高知県,田野町,2932,1384.0,1548.0
3519,2010年度,39-304,高知県,安田町,2970,1423.0,1547.0
3520,2010年度,39-305,高知県,北川村,1367,635.0,732.0
3521,2010年度,39-306,高知県,馬路村,1013,493.0,520.0
3522,2010年度,39-307,高知県,芸西村,4048,1848.0,2200.0
3523,2010年度,39-341,高知県,本山町,4103,1952.0,2151.0
3524,2010年度,39-344,高知県,大豊町,4719,2128.0,2591.0
3525,2010年度,39-363,高知県,土佐町,4358,2039.0,2319.0
3526,2010年度,39-364,高知県,大川村,411,205.0,206.0
3527,2010年度,39-386,高知県,いの町,25062,11915.0,13147.0
3528,2010年度,39-387,高知県,仁淀川町,6500,3045.0,3455.0
3529,2010年度,39-401,高知県,中土佐町,7584,3536.0,4048.0
3530,2010年度,39-402,高知県,佐川町,13951,6524.0,7427.0
3531,2010年度,39-403,高知県,越知町,6374,2914.0,3460.0
3532,2010年度,39-405,高知県,檮原町,3984,1949.0,2035.0
3533,2010年度,39-410,高知県,日高村,5447,2566.0,2881.0
3534,2010年度,39-411,高知県,津野町,6407,3063.0,3344.0
3535,2010年度,39-412,高知県,四万十町,18733,8797.0,9936.0
3536,2010年度,39-424,高知県,大月町,5783,2738.0,3045.0
3537,2010年度,39-427,高知県,三原村,1681,801.0,880.0
3538,2010年度,39-428,高知県,黒潮町,12366,5797.0,6569.0
3539,2010年度,40-100,福岡県,北九州市,976846,459305.0,517541.0
3547,2010年度,40-130,福岡県,福岡市,1463743,692648.0,771095.0
3555,2010年度,40-202,福岡県,大牟田市,123638,56215.0,67423.0
3556,2010年度,40-203,福岡県,久留米市,302402,143885.0,158517.0
3557,2010年度,40-204,福岡県,直方市,57686,26718.0,30968.0
3558,2010年度,40-205,福岡県,飯塚市,131492,62166.0,69326.0
3559,2010年度,40-206,福岡県,田川市,50605,22915.0,27690.0
3560,2010年度,40-207,福岡県,柳川市,71375,33497.0,37878.0
3561,2010年度,40-210,福岡県,八女市,69057,32310.0,36747.0
3562,2010年度,40-211,福岡県,筑後市,48512,23011.0,25501.0
3563,2010年度,40-212,福岡県,大川市,37448,17757.0,19691.0
3564,2010年度,40-213,福岡県,行橋市,70468,33259.0,37209.0
3565,2010年度,40-214,福岡県,豊前市,27031,12564.0,14467.0
3566,2010年度,40-215,福岡県,中間市,44210,20428.0,23782.0
3567,2010年度,40-216,福岡県,小郡市,58499,27506.0,30993.0
3568,2010年度,40-217,福岡県,筑紫野市,100172,47750.0,52422.0
3569,2010年度,40-218,福岡県,春日市,106780,51445.0,55335.0
3570,2010年度,40-219,福岡県,大野城市,95087,45505.0,49582.0
3571,2010年度,40-220,福岡県,宗像市,95501,44930.0,50571.0
